character_id	description
2138	"所属：横浜市港北区役所

横浜市港北区の木「ハナミズキ」の妖精。人なつっこいのんびりやさんで、失敗することもあるけど、おひるねすると忘れちゃう。手に持ったハナミズキの魔法のつえをふって、みんなを笑顔にするよ。"
2352	"所属：五木村役場ふるさと振興課

水質連続日本一に輝いている「清流川辺川」と、「子守唄の里」で知られる五木村の子守娘♪つばきちゃんの子守りが日課で、バンジージャンプやアウトドアイベント、観光物産フェアなど、五木村のＰＲに日々奮闘中!!"
2499	"所属：京王電鉄株式会社

こんにちは、京王電鉄キャラクターのけい太くんです！8000系という電車がモデルなんだ！普段は新宿から高尾山まで、みんなを安全に運んでいるよ！電車だけどさわり心地が良いので、見かけたら触ってみてね！応援おねがいします！●facebook：http://www.facebook.com/keio.keitakun"
2376	"所属：リバーサイド千秋

リバーサイド千秋のオフィシャルキャラクターとしてリバーサイド千秋の紹介をしています。のんびりしていて楽観的。その反面ちょっぴり臆病な部分も。嬉しいことがあると小さなしっぽがくるくると回ります。"
2185	"所属：よしもとクリエイティブ・エージェンシー

小平市の非公認キャラ。芸能、芸人情報に詳しく、特技は芸人の誕生日を覚えること。社長が大好きで、常に自分の名刺を持ち歩いている。せんとくんを尊敬しており、柏の「カシワニ」とはライバル関係である。"
2351	"所属：株式会社埼玉新聞社

好奇心旺盛でなんでも知りたがる、素直なサイの男の子。スイーツ大好き！！頭上のニワトリは「たま子」。しっかりものの女の子。毎朝ぶん太くんを起こします！コロンと丸いぶん太くんが『埼玉』をたっぷりお届けするよ！"
2531	"所属：土佐市

高知県土佐市のキャラクターとさごん・お竜です。土佐市の形が竜の横顔にそっくりということで竜にちなんだキャラクターです。仲良く土佐市をPRしていくので、応援お願いします！ちなみに２人の関係は秘密です♪"
1950	"所属：福島県金山町

金山町の特産品『奥会津金山赤カボチャ』の妖精だよ！頭は甘くてホクホクの赤カボチャ、リボンは地下から湧き出る天然炭酸水、体は町にたくさんある温泉を表しているんだ。"
2203	"所属：三和町自治連合会

2013年に三次市三和町のキャラクターとして誕生。三和の山（みどり）や川（あお）など豊かな自然から生まれた若さ溢れるお米。少しはずかしがりだが、新しいことにも挑戦するチャレンジ精神旺盛な女の子。"
1911	"所属：売木村観光協会

うるのすけは、人口600人の南信州売木村に生息するオレンジ色の「こまどり」。CDにもなった「走れ！うるのすけ」で’走る村うるぎ’をPRに訪れます♪ちなみに頭に乗っている特産の高原野菜は「トウモロコシ、トマト、○○(正解率1割)」です～。"
1916	"所属：Gライン

こんにちは！とろ火ちゃんです♪北陸３県（石川・富山・福井）で活躍中の「Ｇライン」のキャラクターでダンスが得意な女の子。ガスコンロで作るお料理が大好きで、将来の夢はパティシエだよ！みんなで応援してね！GラインHP→　http://www.g-line.ne.jp/Facebook→　https://www.facebook.com/torobichantwitter→　https://twitter.com/torobi_chan"
2366	"所属：“社会を明るくする運動”大阪府推進委員会

犯罪や非行のない，明るい大阪のまちを築くための取り組みを，多くの方に知ってもらうために作られました。「アカルイーネ」は，犯罪や非行をした人たちの立ち直りと明るいまちづくりを応援しています！"
2236	"所属：社会福祉法人　佐伯市社会福祉協議会

目・耳・老い・足・心の国を旅しながら、一つずつ雫を手に入れる。この全ての雫が集まったハートのペンダントは、ひとしずくちゃんの宝物。たくさんの壁を越え、人が繋がっていくことを信じて光り続けている。"
1965	"所属：自衛隊帯広地方協力本部

2003年、帯広地本各課のキャラクターとしてイラスト作成　2013年、モチーフは、各自衛隊を象徴し、道東に生息する動物で、エゾシカ、オジロワシに、ゴマフアザラシを新規加入させ、陸上自衛隊のエゾシカ「びっきー」、海上自衛隊のゴマフアザラシ「ひマリン」、航空自衛隊のオジロワシ「ろっきー」の３匹が完成した。　帯広で親しまれるように、キャッチコピー「おいら達、びっきー、ひマリン、ろっきー」の頭文字を続けると「おびひろ」となる。　３匹は陸・海・空の自衛隊をＰＲするだけではなく、地域に密着し道東地域を代表するキャラクターとしての活動を目指している。"
2299	"所属：中津川

岐阜県中津川市に住む「にゃかつがわ君」は、中津川の名菓「栗きんとん」の頭を持つ猫の男の子。地元中津川を、そして岐阜を楽しくするために活動中！"
2413	"所属：利尻富士町

利尻山（別名：利尻富士）に生息しているシマリスの『りっぷ』は双子の兄弟です。男の子の『りっぷくん』はやんちゃだけど人懐っこく、女の子の『りっぷちゃん』はとっても優しいよ。皆さんかわいがって下さいね！"
2098	"所属：すこやかな子どもを育てる会

子どもたちをはじめ，地域の人たちの骨を丈夫にしたい！！を目的に，骨コツ体操をコツコツしている，ほねっぴぃ"
2361	"所属：豊川市立金屋中学校

かなやんは、生徒の発案で生まれました。学校行事のいろいろなところに登場し、その場を盛り上げています。また、かなやん入りのＴシャツやファイルも作られ、生徒や先生に愛される存在です。"
1935	"所属：株式会社ボービック

父はそこらへんの犬「ヤマト」、母は奈良公園の鹿「ヒミコ」だから種別は「奈良犬」カラダはほとんど鹿です。今年はR-1、キングオブコントにも挑戦しました。頭のツノに触ると幸せになれる伝説あり！"
2226	"所属：北海道阿寒郡鶴居村

丹頂鶴の居る村・鶴居村のマスコットキャラクター　つるぼーです。まあるい体は、釧路湿原のヤチボウズがモチーフ。お腹にくっついているのは、弟のひなぼー。（ポシェットじゃないよ～）鶴居村をＰＲするため、羽ばたきます！！！"
2398	"所属：秋北バス株式会社

秋歩くんは秋北バスのオリジナルキャラクターで秋田犬がモデルとなっています。名前の由来は、秋北バスの「秋」と、当社で行っているバスとウォーキングを組み合わせ、自分と地球の健康を考えようという事業、バス＆ウォークのウォークから、「歩」をとって、「秋歩(しゅうほ)くん」と命名しました。趣味は温泉と歩くことで、特技はおじぎです。秋北バスはこの秋歩くんと共に、地域住民の方々・子供達と接し、お客様に必要とされる企業となれるよう頑張っていきます。宜しくお願いします。"
1879	"所属：カルビー株式会社

Jagabee（じゃがビー）のキャラクター、ポッタです。じゃがいもの妖精でカルビー農場で生まれました。いつもは緑の大地に寝転がって、のんびり過ごすのが大好き。でも、いろんなところを旅して緑を蘇らせる不思議な力をもつ伝説の「虹のじゃがいも」を見つけるのが夢なんだ。みんながハッピーになれるように、世界を緑でいっぱいにしたいから。だから、これからもポッタをよろしくね。"
2093	"所属：黒石やきそば応援団ブラスト

ふるさと☆戦隊KUROISIXのリーダーのつゆヤキソバンは黒石つゆやきそばをPR！そして、もみじの妖精モミーは観光名所の中野もみじ山をPRしながら一緒に全国を駆け回っているックス！出会ったみんなにHAPPY２Uックス！"
1977	"所属：伊万里市役所　観光課

伊万里牛をモチーフに誕生した双子の姉弟。伊万里市の魅力を全国にＰＲするために日々頑張っています。元気で明るい「いまりんモーモちゃん」と、ちょっぴり恥ずかしがり屋の「いまりんモーモくん」を応援してね。"
2433	"所属：美里吾平コミュニティ協議会

鹿屋市の美里吾平（うましさとあいら）のイメージキャラクターです。吾平町にある吾平山上陵は初代天皇の神武天皇の父母の陵墓です。その父であるの「ウガヤフキアエズノミコト」にちなんで誕生しました。吾平町を元気にするために頑張っていますので、応援宜しくお願いします。"
2502	"所属：株式会社GFH

日本を元気にすべく誕生した新キャラクター「サムライくん」です。東京、そして日本の良い物を日本各地や世界へ向けてPRします。鎧には雷門の提灯、東京タワー。そして兜にはスカイツリー。日本の首都「東京」を背負って皆さんの元へ！"
1882	"所属：愛知北農業協同組合

昨年の１０月にＪＡ愛知北の合併２０周年を記念して誕生した、管内の農産物を身にまとったキャラクターです。「愛ちゃん」の名前のように、「みんなに愛されるＪＡ」を目指してがんばります。"
1941	"所属：株式会社ニッショー

サガッシー…、とある不動産会社に勤める「ゆるキャラ」サガッシー（5歳）入社5年目／出身：名古屋市北区「犬の社員なんて前代未聞だ！」という声もあったが、お部屋探しに対する情熱がかわれ、めでたく入社した。無意識にボールを追いかけたり、電柱で道草ばかりしてしまう犬ならではの失敗も多い。しかし、お客様が求める部屋を探し当てる嗅覚はバツグンで、犬ならではの持って生まれた才能と言われている。お客様に満足していただくことが至福のよろこびである。"
2015	"所属：株式会社 明治

ジャックは「おかしにはみんなを笑顔にする力がある」と信じ、仲間と共に設立した「明治 おかしでHAPPY研究所」の所長。みんなのココロをおかしでほんのちょっとでもHAPPYにしたいと願い活動しています。"
2337	"所属：“社会を明るくする運動”京都府推進委員会

犯罪や非行のない安全・安心な地域社会を築こうとする取り組みである“社会を明るくする運動（主唱：法務省）”で京都府の先頭に立って活躍するキャラクターです。明るく、穏やかで、気は優しくて力持ち。みなさん、“京の社明くん”をよろしくお願いします！"
2007	"所属：障害者支援施設　あすなろ平瀬の郷

和歌山県田辺市平瀬を中心にボランティア活動をしている「ひらっちくん」です。困ったことがあれば「ひらっちくぅ～ん！」と声をかけてくださいね！"
2012	"所属：岩手県環境生活部資源循環推進課

岩手県３Ｒ推進キャラクターのエコロルは、３Ｒ普及の使命を帯びてやってきた３Ｒの妖精です。ごみの減量化（リサイクル）・再使用（リユース）・再生利用（リサイクル）の３Ｒをみんなに広めるため活動しています！"
2404	"所属：小学館

ネコと根っこが合体した、謎の生物。近年町中で見られるようになり、その愛らしさと奇抜さで、女子人気が急上昇。色々な種族がいるようであるが、その性格・生態ははまだ謎が多い。小学館漫画6誌で漫画連載中！"
1978	"所属：東海汽船株式会社

2014年6月27日、スーパーエコシップ「橘丸」が伊豆七島航路に就航開始し、併せて登場したキャラクター船長。生みの親は当社名誉船長の柳原良平氏。橘丸船内にもキャプテンたちばなが各所に登場している。"
1874	"所属：三津屋商店街振興組合

大阪の北のはっしこにある、三津屋商店街のキャラクター三津屋にカモンでみつかもんデス(^^♪ぼくは商店街発祥のヤカーリングのやかんから生まれたんだよ(^_-)-☆みんなも一度ヤカーリングにチャレンジしてみてね～～三津屋商店街にかも～ん♪(*'ω'*)"
2159	"所属：小川町商工会青年部

１３００年の歴史と伝統を誇る小川和紙の発展を願い、戦後まもなく始まった小川町七夕まつり。そのイメージキャラクターに就任したのが、「天の川」から舞い降りた幸運の天使「星夢ちゃん」です。いつの日かみんなの夢や希望が叶うよう”星に願いを”込めて命名されました。ゆる玉応援談入団を機に、その幸運っぷりで「小川町から埼玉を明るくした～い」とゆるく力んでます。"
2453	"所属：グランド工房

僕の名前は、モールくん♪。　モグラもぐぅ。お店では子供のアイドルもぐ。ガーデニングの楽しさを伝えているもぐ☆。絵描き歌動画もあるもぐ。「モールくん」で検索もぐ！ 応援よろしくもぐ！"
2513	"所属：田舎館村

「田んぼアート」から生まれたお米の妖精、全国各地で田舎館村と田んぼアートのＰＲをしています。もみ殻にあたる部分がかぶり物で７色の着替えがあります。誕生日：８月１８日身長：１ｍ８５ｃｍくらい好きな食べもの：スチューベン、田舎館いちご好きな花：シクラメン「田舎館村ＰＲ特命係長」として活躍中。"
2131	"所属：茨木市観光協会　

古くから伝わる『茨木童子』の民話から誕生した男の子。金棒と大きな目がチャームポイントの元気で人懐っこい性格。元床屋手伝いという経歴の持ち主なので、金髪を横に流したヘアスタイルをいつも維持しています。"
2079	"所属：鷹栖町

みなさんこんにちは！北海道の真ん中、鷹栖町のゆるキャラのあったかすくんです♪特産品のトマトジュース「オオカミの桃」を背負って、今年もがんばります！"
1877	"所属：名古屋地下街協同組合

1957年(昭和32年)に日本で初めての地下商店街として創業した｢ナゴヤ地下街｣（その後｢名駅地下街サンロード｣と改称）のイメージキャラクターとして誕生したのが、『もぐらのチカちゃん（女の子）』で、その後、2002年(平成14年)には、45歳年下の彼氏として『もぐらのサンちゃん（男の子）』も誕生しました。従来は、ポスターなどに登場する平面限定のキャラクターでしたが、昨年（2013年/平成25年）、創業56周年を記念して、立体キャラクターを製作致しました。現在では、カップルのキャラクターとして、年3回のイベント開催時に、地下街の中を練り歩いております。ともに身長190センチほどで、チカちゃんは赤いリボン、サンちゃんは長いひげが特徴的と言えます。"
2290	"所属：そお鹿児島農業協同組合

わんぱくで気持ちが優しく、純粋な子供。太陽の光をいっぱい浴びた野菜と果物、お肉が大好きで農畜産物で蓄えたパワーをミネラルパワーとしてみんなに元気を与えている。"
2362	"所属：広島北部農業協同組合

安芸高田市の水と緑と光から生まれた妖精「えびすちゃん」。 地元特産「はぶ草」100％の、ほろほろ甘い「三矢えびす茶」がだぁ～いすき。 自慢のお茶をもっと多くの人に知ってもらいたくってPR活動中！ 応援よろしくっチャ！"
2379	"所属：アイ・モール三好

「アイモるん」は愛知県みよし市のショッピングモール「アイ・モール三好」の公式キャラクターです。地域を愛する「かきべー、なしニャン、ブドックス」はみよし市の特産品である「柿・梨・葡萄」の非公式応援隊でもあります。３人が一致団結して「アイモるん」となり、みよし市とアイ・モール三好を応援するために活動中です！"
2254	"所属：愛知県県民生活部地域安全課

愛知県の防犯キャラクター「アンキーくん」は、笑顔がとってもかわいい男の子。「アンキー」という名前は、安全・安心の「アン」とカギの「キー」から付けられました。「カギかけて！！」が口癖です。よろしくね！！"
1937	"所属：名古屋綜合市場株式会社

買い物かごのなかに地元を中心とした食材（伊勢まぐろ・みかわ牛・春日井の桃山りんご・人参は、へきなん美人）が入った市場のゆるキャラ。食の「綜合」市場であることを表現しています。年末は市場の西玄関に登場！"
2293	"所属：株式会社タイヨー

元気に動きやすいようにいつでも中学校のジャージ姿。初めて会った人でも「もっこりんご！」と名前を呼んでくれるよ。なぜなら胸に大きく名前が書いてあるからなんだ（笑）"
2298	"所属：サンスター株式会社

サンスター Ora2（オーラツー）のキャラクター『すていんてぃーすくん』。CMできゃりーぱみゅぱみゅさんと共演していたので知ってるかな？元々悪いヤツだったけど、不思議なオーラを浴びて良いヤツに大変身。みんなにステインケアを徹底してもらい、歯本来の白さを取り戻し、輝く毎日が送れるように願っているよ。日本だけではなく、台湾、シンガポール、タイなどグローバルに活躍している“すていんてぃーすくん”。トレードマークはカラフルなステイン模様とピンクのハート。背中には不思議な模様もあるよ。応援よろしくね！詳しくはこちらをチェック！http://ora2-kawaii.com/"
2020	"所属：株式会社スクエア

日本屈指の歓楽街、眠らない街・歌舞伎町を、もっとクリーンに明るくしちゃえばいいじゃなーい！！！と、勝手に生まれてきた妖精「かぶきち」と、その頭上で羽ばたく姉御肌のお友達「GOさん」。割とキャラがブレブレだったりするけれどそれなりに「モフモフしててかわいい」とか言われて人気が出てきたんじゃないかしらとか勘違いしている今日このごろ。呼ばれればお店にでもプロレス会場にでも顔を出す、歌舞伎町が大好きなかぶきち＆GOさんです。"
2209	"所属：株式会社　やま物産

真田幸村をモチーフにした　「ゆっきー」は真田家ゆかりの紀州九度山に産まれました。「ゆっきー」は土産物店「招福庵」の店長をしながら　九度山町文化・観光大使として九度山町の観光PRも行っています。　「ゆっきー」は、南海電鉄沿線グランプリのご当地キャラクター総選挙で１位に輝き　みなさんの人気を集めています。"
2380	"所属：ケーブルテレビ株式会社

ぼくきゅーちゃん。好奇心旺盛で楽しいことが大好き！しっぽのアンテナで最新情報をキャッチして、頭のライトでみんなを明るくしちゃうよ。もっと知りたい人は「きゅーちゃんソング」で検索してみて！アニメ付だよ。"
1856	"所属：ハーモニーランド

愛知県稲沢市にあるショッピングセンター「ハーモニーランド」のマスコットキャラクター。体は音符の形をしています。ハーモニーランドが奏でるハーモニーにつられてやってきた。ハーモニーランドに住む妖精として、暮らしています。"
1948	"所属：武豊町民会館ゆめたろうプラザ

魔界帝王デスカイザーが、中京テレビ「PS3世」に出演した際、オリエンタルラジオ中田敦彦氏の協力でパワーアップした姿。アームに武豊町の名産品「みそ・たまり」の「みそ樽」を装着しご当地感をプラスしている。"
2279	"所属：消費者庁

消費者庁「子どもを事故から守る！プロジェクト」のシンボルキャラクター。カルガモ一家をモチーフに、親鳥が子ども達を温かく見守る姿を通して、子どもへの愛情と、子どもの身の回りにあるちょっとした危険を「アブナイカモ！」と親しみやすく伝えていきます。"
2427	"所属：一般社団法人　長岡青年会議所

新潟県長岡の枝豆ＰＲキャラクター。全国に枝豆はたくさんありますが、長岡の枝豆は、豊かな香り旨みを持った長岡が誇る地域の宝です。これからの可能性を大きく秘めている食材を全国に広めるためＰＲしています。"
2475	"所属：内郷商工会女性部

福島県の建造物で唯一の国宝白水阿弥陀堂があるまちで、内郷の町の活性化と後世に歴史を伝えるための人材育成も兼ね誕生しました。くりくりお目めにちょっぴりぽっちゃりいつもニコニコ頑張り屋さんです。"
2294	"所属：高浜とりめし学会

私のプロフィールは、平成２２年６月１９日生まれ、ふたご座の女性。高浜とりめし学会のマスコットキャラクターです。仕事は、「とりめし」をはじめ、高浜市の歴史や文化など町の魅力を沢山の人に伝えることです！"
2469	"所属：ごっしープロジェクト

五稜郭に住む鯉の妖怪。五稜郭はかつて戦場と化して多くの戦死者を出した。そんな無念の魂が五稜郭公園の堀を泳いでいる鯉に入って鯉の妖怪ごっしーが生まれた。"
2530	"所属：鳥取県倉吉市立灘手小学校

灘手小学校のゆるキャラです。地元の四王寺山をモチーフにして児童が制作しました。体が山で、頭が森です。ふるさとにほこりと愛着を持ちふるさとを担っていく象徴として活躍しています。灘手のアイドルです。"
2305	"所属：（株）フジテレビジョン

はっちぃは、フジテレビのイベント『お台場新大陸』のＰＲキャラクター。新大陸で発見された球体形の卵から生まれました。はっちぃの特技はホメること。カンペを使ってみんなのいいところをホメてハッピーにするよ！"
2339	"所属：日本大正村

大正100年を記念して誕生しました。大正時代の女学生スタイル、矢絣の着物にはかま、大きなリボン。ブーツを履いて「ハイカラさん」をイメージしています。"
2096	"所属：株式会社あきた創生マネジメント

介護業界のイメージをアップさせ、魅力、やりがい、優しさ、ふれあいがある仕事、無くしてはいけない職としてアピールさせるために立ち上がりました!!"
2193	"所属：みのかも定住自立圏

おいらは、みのかも定住自立圏のかも丸。応援よろしく！加茂地区の人々の心が輪になって、１つになるように『加茂はマル』を目指して活動しているよ。みんなの喜んでくれる笑顔が大好きなんだ。"
2201	"所属：特定非営利活動法人ツイタもん

小学校に設置している防犯システムのキャラクターです。ひっつきむしがモチーフです。「ツイタもん」は児童が「門に着いた」ことを先生や家族にお知らせします。児童が安全に登下校しているかを今日も見守ります！！"
2283	"所属：岐阜農林高等学校

岐阜農林高校で製造販売している「岐農乳アイス」のイメージキャラクターです。学校で飼育している乳牛をイメージし生徒達の力で生み出されました。生徒や地域の方々にも愛されているキャラクターです。"
2389	"所属：道の駅井波　いなみ木彫りの里創遊館

いなみ木彫りの里創遊館（道の駅井波）のマスコットキャラクター。名前の由来は「木のころ」からきています。※薪や株のこと。好きな食べ物はコロッケと里芋まんじゅう。好きな飲み物は井波の地酒「若駒」。明るく陽気な性格でみんなから愛されています！"
2190	"所属：ＪＡ鹿追町青年部

農業を営む傍ら鹿追町の自然を守るヒーロー。オショロコマのぬいぐるみを持ち歩き、くちびる山の形をしたテンガロンハットをかぶっている。然別湖コタンと白蛇姫祭りが大好きで白蛇のマフラーを巻いている。"
2442	"所属：株式会社アートアベニュー

(株)アートアベニューで働く中堅（？）社員のレッサーくんです。お仕事は、アートアベニューの管理するアパートやマンションをたくさんの人に知ってもらうことです。本名は「阿部新（あべあらた）」といいます。出身は「ユーラシアの奥地」という謎の場所。たくさんの秘密を抱えたまま、アートアベニューに入社しました。実家はとんでもない資産家だという噂も・・・今は一般社員として、主に物件紹介動画に出演など、いろいろなことをこなしつつ、いつか賃貸経営のスペシャリストになるべくまいにち奮闘中！"
2172	"所属：みよし商工会

特徴的なピンクの体の色とエプロンで市の花“サツキ”を表し、みよしPR大使としてからだ全体でみよし市のPRをしているかわいいキツネの女の子です。好きなものはいいじゃん美人やいなりアイスなど。"
2386	"所属：株式会社アップフロントクリエイト

SATOYAMA&SATOUMI movementの公式キャラクター。里山・里海を守るため、若者を集めるために日々奮闘中。「雪や桜などで四季を表現している体が特徴だもぞ。山と海が大好きもぞ。合言葉は『里山&里海へ行こう！』もぞ。」"
2238	"所属：国立松江工業高等専門学校　学生会

インダスとりは、島根県を代表する鳥「白鳥」と英語で工学を意味する「Industrial」をかけあわせた松江高専学生会公式マスコットキャラクターです。夢は自分で作ったジェット機で飛ぶことなんダス～"
1872	"所属：（社会福祉福祉法人）ラファエル会　藤野薫風

障害者支援施設のオリジナルキャラクターです。施設内でマスコットキャラクターの公募を職員から募り、着ぐるみ制作・オリジナル曲（２曲）・ダンス・振付など、すべて職員の手作りです。施設内でのイベントでご利用者に喜んでいただくことはもちろん、今年の法人主催の春祭りでは地域の方々にお披露目させていただきました。今後はさまざまな形で地域の活性化に少しでも貢献できればと思っています。藤野の特産である「ゆず」をモチーフにしてたけのこの帽子をかぶっています。普段は藤野の山に住んでいますが、みんなの笑顔が大好きで、風に乗って町にやってきます。かおるちゃんの歌1.　ニコニコ笑顔が大好きで　夢を運んでやってくる　　明るいあなたに逢いたくて　風に乗ってやってくる　　ゆずのこ　たけのこ　ふじののこ　　好き好き大好きかおるちゃん　ふじのくんぷうかおるちゃん２.　みんなの歌声大好きで　幸せ運んでやってくる　　楽しいみんなに逢いたくて　風に乗ってやってくる　　ゆずのこ　たけのこ　ふじののこ　　好き好き大好きかおるちゃん　ふじのくんぷうかおるちゃん3.　藤野の町が大好きで　元気を運んでやってくる　　あったかい心にふれたくて　風に乗ってやってくる　　ゆずのこ　たけのこ　ふじののこ　　好き好き大好きかおるちゃん　ふじのくんぷうかおるちゃんこの他に「かおるちゃん音頭」を夏祭り用に制作中です。夏祭りでは浴衣ドレスを着用予定です。　　"
2534	"所属：九州歯科大学 学生自治会

100年前から牛乳につかりカルシウムを取りすぎて巨大化！九歯大が100周年を迎える今年に誕生した。子供が大好きな男の子で、歯のきれいなお姉さんも好き歯磨きの大切さを小さなお友達と大きなお友達に教えるのがお仕事です！！"
1883	"所属：日本ケロッグ合同会社

ヒゲに蝶ネクタイがトレードマークの陽気なおじさん。おいしくて楽しいポテトチップス「プリングルズ」をみんなに知ってもらうため、お気に入りのスタイリング剤で自慢のヒゲを整えて、日々アピールをがんばっているよ！POP SOME FUN！"
2097	"所属：愛知県競馬組合

名古屋けいばの愛称「金シャチけいばＮＡＧＯＹＡ」のキャラクター「シャチウマくん」です。ご当地ゆるキャラとしては新参者ですが、愛知県を盛り上げるため頑張りますので、みなさん名古屋競馬場にも遊びにきてくださいね！"
2004	"所属：八王子ロマン地下商店会

八王子ロマン地下商店会のゆるキャラハッチカ君です。宜しくお願いします。http://hacchika.jp/hacchikakun/"
2495	"所属：クイーンズランド州政府観光局

オーストラリア、ゴールドコーストのキャラクター「ビリー君」。４０キロ以上続く白砂のビーチ、真っ青な空、内陸部には世界自然遺産の雨林が広がるゴールドコーストでは、さまざまなアクティビティのほか、オージービーフやシーフードなどのお料理、ＵＧＧやナチュラルコスメをはじめとするショッピングが楽しめます。また毎年4月にはポップカルチャーＥＸＰＯ「supanova」、7月にはゴールドコーストマラソンが開催されます。そんなゴールドコーストで、ビリー君が皆さんのお越しをお待ちしています！！！"
1973	"所属：宮商事株式会社

当社広報部特命社員。宮きしめんの美味しさを全世界に広めるため日々奮闘中。でも、疲れた時はお気に入りのどんぶりの中で、ひなたぼっこと毛づくろいをしている。特にカツオ節大盛りのきしめんが大好物。"
2040	"所属：下諏訪観光協会

信州・下諏訪の「万治の石仏」がモチーフ。日々、下諏訪町を見守っています。特技はみんなの願いを叶えること。万治くんに会えばきっと、あなたの願いも叶えてくれるでしょう。"
2448	"所属：東鶴山ゆるキャラ活用委員会

備前市東鶴山地区のシンボル「りおう山」をイメージし、小学校創立140周年を記念して誕生！特産のお米（又はブドウ）と学校の校章にちなんだマークをつけ身長は約２メートル（デカ！）今年の目標1000位以内！"
2001	"所属：自衛隊群馬地方協力本部

自衛隊群馬地方協力本部のキャラクター「だるまん」です。群馬県の特産「高崎だるま」をモチーフに、自衛隊をPRするために誕生しました。性格は好奇心旺盛でいたずらっ子。応援よろしくお願いします♪"
2175	"所属：五島市

長崎県五島市のイメージキャラクター『バラモンちゃん』五島に古くから伝わる大凧「バラモン凧」がモチーフ。バラモン凧は鬼をイメージしているよ！お腹が空くとカブトをかじっちゃうんだ。みんな応援よろしくね。"
2349	"所属：伊豆シャボテン公園

「シャボくん」は、2013 年より活動しており、伊豆シャボテン公園の温室にいる「シャボ10（テン）ファミリー」の一人です。小学校１年生の男の子で、お散歩が大好きです。"
1925	"所属：米原市近江公民館

バラの花から生まれた可愛い女の子の妖精。好きな食べ物は大名ピーナッツクッキーとあられまき。趣味はガーデニング。のんびりマイペースだけどいつも笑顔で地域のアイドルとしてがんばってます。よろしくね。"
2388	"所属：特定非営利活動法人　ゆめじろう

血液型Ｂ型、趣味は釣り。好奇心旺盛で、「ＮＰＯゆめじろう」をＰＲして、盆踊りに行ったり、ランニングしたりとなんでも挑戦しています。ペットはかめ（かめじろう）好物は、「じろちゃんコロッケ」です。"
2517	"所属：ＮＨＫ大阪放送局

『見ない』『オモロない』というみなさまの『声』で誕生したＮＨＫ大阪放送局の広報大使ボイスマン！オモロい番組やらイベントやらの情報をどんどん届けさしてもらいまっせ～視聴者のみなさまの『声』を受けとめつつ、関西のみなさまにNHKにもっと親しみを感じてもらうべく情報発信を行っていきます！"
2146	"所属：一般社団法人大和郡山青年会議所

名前の由来「大和」は大和郡山市から、「ゆかり」は身に着けているものが大和郡山市「ゆかり」のものということと、紫陽花から名前をいただきました。金魚と紫陽花（矢田寺はあじさい寺で有名）のモチーフのかわいい髪飾りを着けています。着物はもちろん金魚柄！市章の入った帯と帯揚げは「藍染」の藍色のものを使い、帯締めは市の木である「くろまつ」を表現しています。金魚をすくうのも得意だけど、手に持っているポイは、恋愛・試験・色んなピンチ等々何でも救えちゃう魔法のポイ！人が集まる楽しい場所が大好き！大和郡山市を明るく元気にPRしていく活動をしています。"
2271	"所属：株式会社ザグザグ

岡山を中心に7県に展開中のドラッグストア ザグザグのマスコットキャラクター「ザグちゃん」です。好奇心いっぱいでどんなことでも”ちょっと気になる♪”オープンなどイベントで活躍中(Z∀Z)ノ"
2394	"所属：春日井市観光コンベンション協会

嵐の夜に南の国から飛ばされてきた「サボテン」たちは、おしゃれでおしゃまな「春代」、元気なくいしんぼの「日丸」、超無口ではずかしがりやの「井之介」と名付けられ、気持ちのいい砂の上で育てられました。名前の頭文字をつなげると「春日井」になります。"
2373	"所属：社会福祉法人　市原市社会福祉協議会

幸せの四つ葉をモチーフに、風に乗って市原市社会福祉協議会へやってきたよ。皆さんに幸せを届けることを使命とし、市内のイベントにも登場予定！！好きな食べ物は幸せはじけるポップコーン♪応援よろしくね！！"
2075	"所属：柳津町

柳津町のお寺圓藏寺の守り本尊の丑と寅を組み合わせたキャラクター。好物のあわまんじゅうを１日に１１３個食べます。そして二人は、恋人同士なのです。"
2397	"所属：Ｍプロジェクト協議会

岡山県東端の備前市三石に滝坪が二段の「深谷の滝」（みたにのたき）がある。この滝は、昔、龍の親子が人間に化身してこの地に住み、村人とある約束をしていた。そんな時、村人が約束を破ったため親子は、怒って山に逃げていった。その時にこの滝が出来たといわれ雨龍（うりゅう）神社も祀られお不動様も祀られている。この「みたに」からミタゴンと名付けられた。この二代目「ミタゴン」は、平成20年マンガチックに作成。初代ミタゴンは、平成3年に作成。"
2189	"所属：環境省

""「はぐクン」は環境省が作成したESDのマスコットキャラクターです。ESDとはEducation for Sustainable Developmentの省略ですが、その中身は地球規模の課題を自らの問題としてとらえ、身近なところから行動を起こす力を身につけることにより、それらの課題の解決につながる新たな価値観や行動を生み出すこと、持続可能な社会を創造すしてゆくことを目指す活動です。　「はぐクン」と一緒に、Think globally, act locallyの精神で未来のことを考え、行動をしてゆきましょう！　地域のことから、日本のこと、世界のこと、地球のことまで考えて、思いをはぐくみ、人をはぐくみ、未来をはぐくもう！"""
1928	"所属：株式会社タイヨー

福井生まれの「ねおたん」だねお♪　タイヨーネオグループさんのマスコットキャラクターをつとめてるねお♪　みんなを笑顔にするために活動中ねお♪　応援よろしくねお♪"
