EXPID,REFID,RYEAR,RTYPE,RJRNL,RAUTHOR,RTITLE,RPUBLISHER,RPUBDATE,RLANGUAGE,RCITATION,RYAK94,RNOTES
EVER07185,01,2007,5,,,http://www.jmwpmg.com/dispatch-everest07.htm,,,,,,
CHOY08307,02,2008,5,,,http://distantpeak.com/cms/story/209/cho-oyu-2008-failure-and-tragedy,,,,,,
MANA08334,01,2008,5,,,http://www.extremesummitteam.com/english/ekspedicije/manaslu/pocetna.htm,,,,,,
AMAD00110,01,2000,5,,,http://nfb.org/legacy/bm/bm00/bm0009/bm000904.htm,,,,,,
AMAD00110,02,2000,5,,,http://www.2001everest.com/ad,,,,,,
EVER01109,04,2001,5,,,http://www.2001everest.com,,,,,,
CHOY00102,02,2000,5,,,http://www.cetneva.spb.ru/en_cho3.htm,,,,,,
CHOY00104,03,2000,5,,,http://www.k2news.com/june120.htm,,,,,,
MANA99303,01,1999,5,,,http://www.belclimb.net/article-details.asp?artID=71&sid=5,,,,,,
CHOY00301,01,2000,5,,,http://www.k2news.com/es201.htm,,,,,,
EVER00104,02,2000,5,,,http://www.k2news.com/msse.htm,,,,,,
EVER98106,04,1998,5,,,http://classic.mountainzone.com/everest/98/dispatches.html,,,,,,
EVER98114,02,1998,5,,,http://classic.mountainzone.com/everest/98/dispatches-north.html,,,,,,
EVER97121,02,1997,5,,,http://classic.mountainzone.com/everest/dispatches.stm,,,,,,
EVER00114,02,2000,5,,,http://www.dezartcinematic.com/old%20crap/flyproject.swf,,,,,,
EVER00115,02,2000,5,,,http://www.k2news.com/mm2000.htm,,,,,,
EVER00118,01,2000,5,,,http://www.steponline.com/everest/toolkit_week_six.asp,,,,,,
EVER00120,04,2000,5,,,http://www.forbes.com/forbes-life-magazine/2001/1112/054.html,,,,,,
EVER00126,02,2000,5,,,http://www.k2news.com/ace2000.htm,,,,,,
EVER00136,01,2000,5,,,http://old.risk.ru/eng/mount/himalaya/spring2000/moscow/index.html,,,,,,
EVER00142,01,2000,5,,,old.risk.ru/eng/mount/himalaya/spring2000/kuban/report/index.html,,,,,,
AMAD00102,02,2000,5,,,http://old.risk.ru/eng/mount/himalaya/spring2000/amadablam/index.html,,,,,,
LHOT00106,01,2000,5,,,http://old.risk.ru/eng/mount/himalaya/spring2000/mai/index.html,,,,,,
LHOT00104,02,2000,5,,,http://old.risk.ru/eng/mount/himalaya/spring2000/rus_georg/index.html,,,,,,
CHOY00102,03,2000,5,,,http://old.risk.ru/eng/mount/himalaya/spring2000/cetneva/reports/index.html,,,,,,
EVER00140,02,2000,5,,,http://www.k2news.com/medical.htm,,,,,,
EVER00140,03,2000,5,,,http://www.climbpreston.co.uk/NewsletterExtracts/Everest2k.html,,,,,,
EVER00140,04,2000,5,,,http://www.mount-everest.nl,,,,,,
EVER00155,02,2000,5,,,http://www.juancarlosgonzalez.eu/indexrelatoeverest.html,,,Spanish,,,
KANG00101,02,2000,5,,,http://www.k2news.com/alankang.htm,,,,,,
KANG00106,02,2000,5,,,http://www.bluedome.co.uk/Kangchenjunga2000,,,,,,
KANG00101,03,2000,5,,,http://www.bluedome.co.uk/challenge8000/index.html,,,,,,
KANG00106,03,2000,5,,,http://www.navynews.co.uk/articles/2000/0005/0000051904.asp,,,,,,
KANG00106,04,2000,5,,,http://www.navynews.co.uk/articles/2000/0005/1000051203.asp,,,,,,
KANG00106,05,2000,5,,,http://www.navynews.co.uk/articles/2000/0003/1000031403.asp,,,,,,
KANG00106,06,2000,5,,,http://www.bluedome.co.uk/Kangchenjunga2000/repindex.html,,,,,,
RAMT00101,02,2000,5,,,http://www.bluedome.co.uk/Kangchenjunga2000/repindex.html,,,,,,
RAMT00101,03,2000,5,,,http://www.bluedome.co.uk/Kangchenjunga2000,,,,,,
EVER00120,05,2000,5,,,http://outside.away.com/outside/magazine/200104/200104toddfather2.html,,,,,,
MANA00102,03,2000,5,,,http://www.jclafaille.com/chapitre1_en_76_85.html,,,,,,
AMAD00302,01,2000,5,,,http://www.vienuove.com/doc/protagonisti_5_r1.pdf,,,,,,
AMAD00304,01,2000,5,,,http://www.dav-speyer.de/sites/tourenberichte/2000/Tourenberichte04.pdf,,,,,,
AMAD00310,01,2000,5,,,http://www.planetmountain.com/News/shownews4.lasso?l=1&keyid=33258,,,,,,
CHOY00313,01,2000,5,,,http://www.indynews.ca/archives/news/news2005/March/050309goddess.html,,,,,,
CHOY00314,01,2000,5,,,http://www.citelan.es/dolomia,Spanish,,Spanish,,,
CHOY00314,02,2000,5,,,http://www.citelan.es/dolomia/cronica.html,,,Spanish,,,
CHOY00315,01,2000,5,,,http://www.k2news.com/co2.htm,,,,,,
CHOY00315,02,2000,5,,,http://www.k2news.com/co1.htm,,,,,,
CHOY00315,03,2000,5,,,http://members.fortunecity.co.uk/chooyu,,,,,,
CHOY00317,01,2000,5,,,http://www.tinet.org/~rchooyu,,,Catalan,,,
CHOY00318,01,2000,5,,,http://berninasport.prodejce.cz/chooyu/expedice_chooyu2000.htm,,,Czech,,,
CHOY00324,02,2000,5,,,http://climb.mountainzone.com/2000/chooyu/html/index.html,,,,,,
CHOY00324,03,2000,5,,,http://www.summitclimb.com/cho_oyu_news_2000.htm,,,,,,
EVER00302,02,2000,5,,,http://www.k2news.com/ever20ar6.htm,,,,,,
KANG00301,02,2000,5,,,http://www.k2news.com/kangaut20.htm,,,,,,
LHOT00303,02,2000,5,,,http://old.risk.ru/eng/mount/himalaya/autumn2000/mchs/index.html,,,,,,
CHOY99101,01,1999,5,,,http://www.leipzig-online.de/expedition/cho,,,German,,,
CHOY99107,02,1999,5,,,http://www.bielefeldt.de/cho99e.htm,,,German,,,
CHOY99106,02,1999,5,,,http://www.k2news.com/aee3e.htm,,,,,,
EVER01150,06,2001,5,,,http://www.k2news.com/aee3e.htm,,,,,,
EVER99103,04,1999,5,,,http://www.cathyodowd.com/ev1999.html,,,,,,
EVER03145,03,2003,5,,,http://www.cathyodowd.com/ev2003.html,,,,,,
EVER98123,03,1998,5,,,http://www.cathyodowd.com/ev1998.html,,,,,,
EVER96108,09,1996,5,,,http://www.cathyodowd.com/ev1996.html,,,,,,
LHOT00103,02,2000,5,,,http://www.cathyodowd.com/lhotse.html,,,,,,
EVER04141,03,2004,5,,,http://www.everestnews2004.com/everestnews2/georgeeverest2004updates.htm,,,,,,
EVER03164,03,2003,5,,,http://www.everestnews.com/stories024/george2003e1.htm,,,,,,
EVER05106,01,2005,5,,,http://www.everestnews.com/everestupdatesnorth2005/lapkasherpaupdates2005.htm,,,,,,
EVER07104,01,2007,5,,,http://www.everestnews.com/stories2008/georgepart1everest01302007.htm,,,,,,
EVER01143,02,2001,5,,,http://www.k2news.com/copy.htm,,,,,,
EVER99109,01,1999,5,,,http://www.k2news.com/qafred.htm,,,,,,
EVER99111,09,1999,5,,,http://classic.mountainzone.com/everest/99/index.html,,,,,,
EVER99114,03,1999,5,,,http://www.mounteverest.net/eie,,,,,,
EVER99119,03,1999,5,,,http://classic.mountainzone.com/everest/99/south/dispatches.html,,,,,,
EVER99125,04,1999,2,AAJ,"Hawley, Elizabeth",,,2000,,74:375 (2000),,
EVER99119,04,1999,5,,,http://www.everestnews.com/qs.htm,,,,,,
EVER99130,02,1999,5,,,http://www.everestnews.com/qs.htm,,,,,,
EVER99130,03,1999,5,,,http://old.risk.ru/eng/mount/himalaya/georgians99/gia_letters/index.html,,,,,,
EVER99131,03,1999,5,,,http://www.mountainagency.com/everest99/index.html,,,,,,
EVER06113,01,2006,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=44,,,,,,
AMAD07314,01,2007,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=17&nid=79#back,,,,,,
AMAD07101,01,2007,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=54,,,,,,
EVER07126,01,2007,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=53,,,,,,
CHOY06360,02,2006,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=48,,,,,,
EVER07174,01,2007,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=52,,,,,,
EVER06165,01,2006,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=41,,,,,,
AMAD06347,01,2006,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=49,,,,,,
AMAD05331,01,2005,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=45,,,,,,
CHOY06119,01,2006,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=46,,,,,,
EVER05134,01,2005,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=14,,,,,,
CHOY04305,01,2004,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=17,,,,,,
EVER04144,01,2004,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=19,,,,,,
PUMO03101,02,2003,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=39,,,,,,
CHOY05343,02,2005,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=47,,,,,,
AMAD04338,03,2004,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=16,,,,,,
PUMO04101,01,2004,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=20,,,,,,
AMAD03328,01,2003,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=40,,,,,,
CHOY00324,04,2000,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=31,,,,,,
EVER91311,03,1991,5,,,http://summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=18&nid=75,,,,,,
EVER99134,03,1999,5,,,http://www.terzyul.info/8000_everest_e.htm,,,,,,
MAKA99101,01,1999,5,,,http://www.backcountry.com/store/newsletter/a728/Dumbest-Moves-Ever.html,,,,,,
AMAD99311,01,1999,5,,,http://www.dav-berchtesgaden.de/aktiv/exped/24_ama.htm,,,,,,
CHOY08302,01,2008,5,,,http://www.mountainguides.com/cho-oyu08.shtml,,,,,,
CHOY99318,02,1999,5,,,http://www.k2news.com/oct199.htm,,,,,,
CHOY99319,01,1999,5,,,http://classic.mountainzone.com/climbing/99/chooyu/,,,,,,
DROM99301,02,1999,5,,,http://old.aacz.ch/galerie/drahmo_a,,,German,,,
DROM99301,03,1999,5,,,http://old.aacz.ch/galerie/drahmo_b,,,German,,,
EVER99301,04,1999,5,,,http://www.arasdelcielo.com/everest/componentes.php,,,Spanish,,,
EVER99301,05,1999,5,,,http://www.arasdelcielo.com/everest/diario99.php,,,Spanish,,,
DHA373301,06,1973,4,,Deutsche Himalaya Expedition 1973,Besteigung des Dhaulagiri III 7715m,"The expedition, Munich",1973,German,,D184,
EVER98120,02,1998,5,,,http://www.k2news.com/july98.htm,,,,,,
CHOY98314,03,1998,5,,,http://www.everestnews.com/cho.htm,,,,,,
EVER98308,02,1998,5,,,http://www.skiingeverest.com [site no longer available],,,,,,
PUMO98303,02,1998,5,,,http://www.sevensummits.it/Attivita/spedizioni.asp,,,Italian,,,
EVER88104,04,1988,2,NZAJ,"Brookes, Austin",Australian Bicentennial Everest Expedition 1988,,1989,,42:44-46 (1989),,
BARU88101,03,1988,2,NZAJ,"Baldwin, Kenneth G. H.",Not in the Brochure,,1989,,42:47-48 (1989),,
EVER88201,08,1988,2,NZAJ,"Brice, Russell","""A Good Day Out"", Northeast Ridge of Everest",,1989,,42:54-58 (1989),,
AMAD00101,04,2000,2,NZAJ,Dirtbags on the Dablam,"Halstead, Aaron",,2000,,52:45-48 (2000),,
AMAD97104,01,1997,2,NZAJ,"Hasler, Bruce",And Then There Were...,,2000,,52:86 (2000),,
PUMO98304,02,1998,2,NZAJ,"Suisted, Philip",All This Buttoning and Unbuttoning,,2000,,52:91-92 (2000),,
BARU00102,02,2000,2,NZAJ,"Stevens, Alistair","Baruntse Blues (British Expedition, Spring 2000)",,2000,,52:109-111 (2000),,
MAKA99101,02,1999,1,,"Groom, Michael",Sheer Will,"Random House Australia, Milsons Point, NSW",1999,,,,
TKPO08101,01,2008,2,AAJ,"Steck, Ueli",Checkmate,,2009,,83:58-63 (2009),,
MAKA08401,02,2008,2,AAJ,"Moro, Simone",The Roar of the Wind,,2009,,83:72-77 (2009),,
DUDH08301,01,2008,2,AAJ,"Grobel, Paulo",,,2009,,83:316-318 (2009),,
CHWT08201,01,2008,2,AAJ,"Griffin, Lindsay",,,2009,,83:316 (2009),,
NORB08201,01,2008,2,AAJ,"Griffin, Lindsay",,,2009,,83:318 (2009),,
NORB08301,01,2008,2,AAJ,"Hawley, Elizabeth",,,2009,,83:318 (2009),,
PUTH08103,01,2008,2,AAJ,"Dronkers, Pete",,,2009,,83:318-320 (2009),,
KAKU08101,01,2008,2,AAJ,"Athans, Pete",,,2009,,83:321 (2009),,
ANN108101,03,2008,2,AAJ,"Griffin, Lindsay",,,2009,,83:321-322 (2009),,
ANN108105,02,2008,2,AAJ,"Hawley, Elizabeth",,,2009,,83:322-323 (2009),,
SARI08301,01,2008,2,AAJ,"Grobel, Paulo",,,2009,,83:323-325 (2009),,
BHRS08101,01,2008,2,AAJ,"Griffin, Lindsay",,,2009,,83:325-326 (2009),,
CHAK07201,02,2007,2,AAJ,"Griffin, Lindsay",,,2009,,83:326-327 (2009),,
THUL08101,01,2008,2,AAJ,"Nakajima, Kenro",,,2009,,83:327-328 (2009),,
TOBS08301,01,2008,2,AAJ,"Hawley, Elizabeth",,,2009,,83:328 (2009),,
KNAG08301,01,2008,2,AAJ,"Puryear, Joe",,,2009,,83:328-329 (2009),,
DINS08101,02,2008,2,AAJ,"Hawley, Elizabeth",,,2009,,83:329-330 (2009),,
TKPO08302,01,2008,2,AAJ,"Griffin, Lindsay",,,2009,,83:330 (2009),,
TKPO08301,02,2008,2,AAJ,"Ikeda, Tsunemichi",,,2009,,83:330-331 (2009),,
AMAD08105,01,2008,2,AAJ,"Fazzi, Francesco",,,2009,,83:337-338 (2009),,
AMAD08105,02,2008,5,,,http://www.planetmountain.com/News/shownews.lasso?l=1&keyid=36190,,,Italian,,,
AMAD08105,03,2008,5,,,http://www.intotherocks.splinder.com/post/17572504/IL+MADE+IN+ITALY+BRILLA+SULL'A,,,Italian,,,
LHOT08302,01,2008,2,AAJ,"Tosas, Jordi",,,2009,,83:338-340 (2009),,
NUPT08302,02,2008,2,AAJ,"Glairon-Rappaz, Patrice",,,2009,,83:340-342 (2009),,
AMPM08101,01,2008,2,AAJ,"Griffin, Lindsay",,,2009,,83:342 (2009),,
KYAS08301,01,2008,2,AAJ,"Holocek, Marek",,,2009,,83:342-343 (2009),,
PK4108301,01,2008,2,AAJ,"Bullock, Nick",,,2009,,83:343-344 (2009),,
MAKA08305,01,2008,2,AAJ,"Anderson, Vince",,,2009,,83:345-346 (2009),,
CHOY97101,01,1997,5,,,http://echidna.rutgers.edu/expeditions/ChoOyu1997/Default.htm,,,,,,
CHOY97108,02,1997,5,,,http://www.alpinclub.com/chooyu97.html,,,German,,,
CHOY97110,01,1997,5,,,http://www.bergrettungbadgastein.at/chooyu.htm,,,German,,,
CHOY97114,01,1997,5,,,http://www.bielefeldt.de/chooyue.htm,,,German,,,
EVER97126,03,1997,1,,"Muir, Brigitte",The Wind In My Hair,"Viking, Ringwood, Victoria, Australia",1998,,,,
EVER97113,02,1997,5,,,http://www.pbs.org/wgbh/nova/everest/expeditions/97/dispatches,,,,,,
EVER96116,03,1996,1,,"Muir, Brigitte",The Wind In My Hair,"Viking, Ringwood, Victoria, Australia",1998,,,,
EVER96104,04,1996,5,,,http://outside.away.com/peaks/viesturs/index.html,,,,,,
DHA196305,03,1996,5,,,http://www.cetneva.com/eng/our-travels/12,,,,,,
EVER09144,01,2009,5,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=108,,,,,,
EVER09150,01,2009,5,,,http://www.upf.org/component/content/article/1985,,,,,,
EVER09157,01,2009,5,,,http://www.alpineascents.com/everest-cybercast09.asp,,,,,,
BARU09104,01,2009,5,,,http://skithehimalayas.com,,,,,,
MAKA09107,01,2009,5,,,http://www.clubmontaneromurcia.com/makalu,,,,,,
JOBO09101,01,2009,5,,,http://climbnepal.blogspot.com,,,,,,
EVER06189,09,2006,1,,"Muhl, Ronnie","Everest, Surviving the Death Zone","Inspiration At Work Publishing, Cape Town, S Africa",2008,,,,
EVER07107,01,2007,1,,"Muhl, Ronnie","Everest, Surviving the Death Zone","Inspiration At Work Publishing, Cape Town, S Africa",2008,,,,
EVER95114,05,1995,1,,"Falvey, Pat",Reach for the Sky,"Collins Press, Cork, Ireland",1997,,,,
AMAD91102,05,1991,1,,"Falvey, Pat",Reach for the Sky,"Collins Press, Cork, Ireland",1997,,,,
EVER93307,06,1993,1,,"Falvey, Pat",Reach for the Sky,"Collins Press, Cork, Ireland",1997,,,,
CHOY01315,01,2001,1,,"House, Steve",Beyond the Mountain,"Patagoia Books, Ventura, CA",2009,,,,
NUPE02101,03,2002,1,,"House, Steve",Beyond the Mountain,"Patagoia Books, Ventura, CA",2009,,,,
CHOY07314,01,2007,1,,"Stangl, Christian",Skyrunner,"Leykam Verlag, Graz, Austria",2009,German,,,
EVER06155,01,2006,1,,"Stangl, Christian",Skyrunner,"Leykam Verlag, Graz, Austria",2009,German,,,
DHA105102,01,2005,1,,"Stangl, Christian",Skyrunner,"Leykam Verlag, Graz, Austria",2009,German,,,
LHOT03108,01,2003,1,,"Stangl, Christian",Skyrunner,"Leykam Verlag, Graz, Austria",2009,German,,,
CHOY01319,01,2001,1,,"Stangl, Christian",Skyrunner,"Leykam Verlag, Graz, Austria",2009,German,,,
PUMO92303,02,1992,2,CAJ,"Holmes, Jeff",1992 Pumori Expedition,,1993,,76:108-109 (1993),,
EVER00118,02,2000,1,,"Fortier, Marco",Sur le Toit du Monde,"Editions du Trecarre, Outremont, Quebec",2000,French,,,
EVER08136,01,2008,2,KAF,,Everest,,2009,Korean,10:92-98 (2009),,
EVER08147,01,2008,2,KAF,,Everest,,2009,Korean,10:92-98 (2009),,
EVER08153,01,2008,2,KAF,,Everest,,2009,Korean,10:92-98 (2009),,
EVER08155,01,2008,2,KAF,,Everest,,2009,Korean,10:92-98 (2009),,
EVER07149,01,2007,2,KAF,,Everest,,2008,Korean,9:171-200 (2008),,
EVER07171,01,2007,2,KAF,,Everest,,2008,Korean,9:171-200 (2008),,
EVER07172,01,2007,2,KAF,,Everest,,2008,Korean,9:171-200 (2008),,
EVER07173,01,2007,2,KAF,,Everest,,2008,Korean,9:171-200 (2008),,
EVER07175,01,2007,2,KAF,,Everest,,2008,Korean,9:171-200 (2008),,
FANG07301,02,2007,2,KAF,,Annapurna Fang,,2008,Korean,9:208-213 (2008),,
EVER06101,02,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06122,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06123,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06130,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06171,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06191,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06194,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06195,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
EVER06196,01,2006,2,KAF,,Everest,,2007,Korean,8:124-132 (2007),,
CHOY06117,01,2006,2,KAF,,Cho Oyu,,2007,Korean,8:139-141 (2007),,
CHOY06127,01,2006,2,KAF,,Cho Oyu,,2007,Korean,8:139-141 (2007),,
CHOY06350,01,2006,2,KAF,,Female Climbers,,2007,Korean,8:146-149 (2007),,
CHOY06367,01,2006,2,KAF,,Female Climbers,,2007,Korean,8:146-149 (2007),,
EVER09158,01,2009,2,KAN,,Everest,,2009,English,1:2-4 (Sep 2009),,
DHA109113,01,2009,2,KAN,,Female Climbers,,2009,English,1:8-9 (Sep 2009),,
KANG09108,01,2009,2,KAN,,Female Climbers,,2009,English,1:8-9 (Sep 2009),,
KANG09107,01,2009,2,KAN,,Female Climbers,,2009,English,1:11-12 (Sep 2009),,
MAKA09109,01,2009,2,KAN,,Female Climbers,,2009,English,1:11-12 (Sep 2009),,
AMPM08101,02,2008,2,HJ,"Reick, Olaf",Amphu Laptsa Middle - First Ascent,,2009,,65:26-30 (2009),,
FANG07301,03,2007,2,HJ,"Park, Soo-Seok",Annapurna Fang,,2009,,65:31-41 (2009),,
EVER08152,01,2008,2,HJ,"Abbey, Ashok",The Everest Olympic,,2009,,65:49-61 (2009),,
PUTH08103,02,2008,2,HJ,"Dronkers, Pete",Dhaulagiri VII (Putha Hiunchuli),,2009,,65:164-165 (2009),,
GAN507301,02,2007,2,HJ,"Clouet, Aymeric",Ganesh V,,2009,,65:165-167 (2009),,
KANB07301,04,2007,2,HJ,"Skarja, Tone","Slovenian Expedition to NE Nepal, 2008",,2009,,65:167-168 (2009),,
SARI08301,02,2008,2,HJ,"Grobel, Paulo",Damodar 2008,,2009,,65:168-175 (2009),,
DUDH08301,02,2008,2,HJ,"Grobel, Paulo",Kanjiroba 2008,,2009,,65:167-178 (2009),,
DUDH08301,03,2008,5,,,http://www.paulo-grobel.com/05_expes/Fiches_PDF/cr_kanjiroba/cr_kanjiroba_2cb.htm,,,French,,,
ANN108105,03,2008,3,ALP,"Venables, Stephen",Night & Day,,2009,,28:87-88 (Autumn 2009),,
MAKA89302,08,1989,1,,"Collister, Rob",Over the Hills & Far Away,"The Ernest Press, UK",1996,,,,
KANG98301,04,1998,2,NZAJ,"Bryan, Mark",Lightweight and Losing Weight on the NW Face of Kangchenjunga,,1999,,51:58-61 (1999),,
AMAD03311,01,2003,2,NZAJ,"Sedon, Mark","Ama Dablam, 6828m: A Solo Attempt",,2004,,56:84-85 (2004),,
CHOY05133,01,2005,2,NZAJ,"Aalders, Rob",Kiwis on Cho Oyu,,2005,,57:86-88 (2005),,
EVER09154,01,2009,5,,,http://www.peakfreaks.com/everestnews2009.htm,,,,,,
EVER09168,01,2009,5,,,http://himalayanexperience.com/newsletters/everest-expedition-2009,,,,,,
EVER09155,01,2009,5,,,http://www.jagged-globe.co.uk/news/reports_read.html?id=743,,,,,,
EVER09168,02,2009,5,,,http://www.cyto.purdue.edu/trackpaul,,,,,,
CHOY96305,03,1996,2,NZAJ,"McNeill, Karen",8000 Metre High Heels,,1997,,49:80-81 (1997),,
MAKA01105,02,2001,2,NZAJ,"Cotter, Guy",Makalu Dreaming,,2003,,55:72-76 (2003),,
MANA02102,01,2002,2,NZAJ,"Peacock, Andrew",Manaslu,,2003,,55:77-81 (2003),,
EVER94107,07,1994,1,,Japan Alpine Club Tokai Section,"Everest, From South Pillar",Japan Alpine Club Tokai Section,1995,Japanese,,,
ANN184403,01,1984,2,AAJ,"Hawley, Elizabeth",,,1985,,59:289 (1985),,
ANN184403,02,1984,3,MM,,,,1985,,102:16 (Mar 1985),,
MAK280101,02,1980,3,ROCK,"Osius, Alison",Rescue on Makalu,Rock & Ice Magazine,2010,,184:54-61 (March 2010),,
BARU09304,01,2009,5,,,http://www.summitclimb.com/new/default.asp?linktype=r&nid=120,,,,,,
CHOY09337,01,2009,5,,,http://www.challenge8000.net,,,,,,
CHOY09343,01,2009,5,,,http://www.amicalalpin.de,,,,,,
CHOY09344,01,2009,5,,,http://www.jagged-globe.co.uk/news/reports_read.html?id=762,,,,,,
JOBO09301,01,2009,5,,,http://rencontre-des-himalayas.blogspot.com,,,,,,
MANA09302,01,2009,5,,,http://www.chile-manaslu.cl,,,,,,
MANA09308,01,2009,5,,,http://himalayanexperience.com/newsletters/manaslu-2009,,,,,,
SAMD09301,01,2009,5,,,http://www.philippe-bourgine.com/samdo_peak_2009.htm,,,,,,
AMAD09102,01,2009,5,,,http://7summits-club.com/newssections/all/object_9/newssection_33,,,,,,
ANN109103,01,2009,5,,,http://www.martinminarik.cz/annapurna2009-en.html,,,,,,
DOMK09101,01,2009,5,,,http://desnivel.com/object.php?o=18288,,,Spanish,,,
CHOY09102,01,2009,5,,,http://www.russianclimb.com/chooyu2009/co_southeast_en.html,,,,,,
CHOY09112,01,2009,5,,,http://www.snowleopard.nl/page.php?pageID=10294296,,,,,,
CHOY09113,01,2009,5,,,http://www.summitclimb.com/new/default.asp?linktype=r&mtype=smenu&vid=17&nid=110,,,,,,
DHA109101,01,2009,5,,,http://www.piotrmorawski.com/news/index.html,,,Polish,,,
DHA109106,01,2009,5,,,http://www.goclimbamountain.de/tagebuch.php?newsid=98#01id98,,,German,,,
DHA109109,01,2009,5,,,http://www.tuncfindik.com/?p=1627,,,Turkish,,,
DHA109109,02,2009,5,,,http://www.everestnews.com/stories2009/dhtunc05272009.htm,,,,,,
DHA109112,01,2009,5,,,http://www.mountainzone.ir/News/newsarchive21.htm,,,,,,
EVER09131,01,2009,5,,,http://www.adventurepeaks.com/news/everestnews2009.html,,,,,,
EVER09138,01,2009,5,,,http://www.adventureconsultants.com/adventure/Everest_Dispatch2009/,,,,,,
EVER09141,01,2009,5,,,http://www.jamaicans.com/articles/primeinterviews/interviewrohanfreeman.shtml,,,,,,
EVER09142,01,2009,5,,,http://www.kobler-partner.ch/berichte.php?jahr=2009,,,German,,,
EVER09145,01,2009,5,,,http://www.climbing.com/exclusive/above/first_ascent_team_summits_everest,,,,,,
EVER09152,01,2009,5,,,http://www.mountainguides.com/everest-south09.shtml,,,,,,
EVER09153,01,2009,5,,,http://www.womenoneverest.com,,,,,,
EVER09153,02,2009,5,,,http://www.mountainguides.com/everest-south09.shtml,,,,,,
EVER09156,01,2009,5,,,http://www.7summits-club.com/newssections/all_1/newssection_32_1,,,,,,
EVER00107,03,2000,1,,"Hansen, Henrik & Christensen, Bo","Everest, Drommen & Sejren","JP Boger, Viby, Denmark",2000,Danish,,,
RAMC09301,01,2009,3,CLIM,"Bullock, Nick & Houseman, Andy",Into the Shadows,,2010,,61:32-37 (March 2010),,
RAMC09301,02,2009,3,ALP,"Bullock, Nick",Into the Shadows,,2010,,30:66-75 (Spring 2010),,
EVER79101,09,1979,1,,"Groselj, Viki","Everest, Sanje in Resnicnost","Didakta, Ljubljana",2009,Slovenian,,,
EVER89105,05,1989,1,,"Groselj, Viki","Everest, Sanje in Resnicnost","Didakta, Ljubljana",2009,Slovenian,,,
AMAD05304,03,2005,1,,"Groselj, Viki","Everest, Sanje in Resnicnost","Didakta, Ljubljana",2009,Slovenian,,,
EVER06143,03,2006,1,,"Chaya, Maxime",Steep Dreams,"By author, Beirut, Lebanon",2009,,,,
AMAD05107,01,2005,1,,"Chaya, Maxime",Steep Dreams,"By author, Beirut, Lebanon",2009,,,,
CHOY03310,03,2003,1,,"Chaya, Maxime",Steep Dreams,"By author, Beirut, Lebanon",2009,,,,
EVER08122,02,2008,2,IM,,,,2008,,44:116-117 (2008),,
EVER08150,01,2008,2,IM,"Shrivastava, Alok K.",The Sikkim Expedition to Mount Everest (April-May 2008),,2008,,44:104-109 (2008),,
EVER65101,07,1965,2,IM,"Kohli, M. S.",Nine Atop Everest,,2008,,44:50-61 (2008),,
CHOY58101,07,1958,2,IM,"Singh, Jagjit","Cho Oyu, The Turquiose Goddess",,2008,,44:40-47 (2008),,
EVER75101,08,1975,2,JAC,"Hisano, Eiko & Tabei, Junko","Everest, Pre-Monsoon 1975 by Japanese Women",,1975,Japanese,70:97-109 (1975),,
